SMILES,logBCF
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,0.21
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,0.38
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,2.56
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,3.48
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.75
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,1.84
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,3.2
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,1.94
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,2.2
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,2.22
O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,2.76
Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,1
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,1.04
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,2.63
CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,1.85
CCOC(=O)C(Cl)=Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,1.38
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,2.34
CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,0.15
c1ccc2[nH]c(-c3cscn3)nc2c1,1.98
CNC(=O)C(=NOC)c1ccccc1COc1cc(C)ccc1C,1.68
Nc1cc(Cl)nc(C(=O)O)c1Cl,2
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,1.99
C[N+]1(C)CCCCC1,0.3
CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1,3.46
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,2.06
CNC(=O)Oc1cccc2c1OC(C)(C)C2,1.08
Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)cc1Cl,1.07
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,0.74
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,1.04
COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,2.72
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,2.85
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,3.41
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3.2
CCCOc1nc2ccc(I)cc2c(=O)n1CCC,2.91
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1.88
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,-1.7
CC(C)N(C(=O)CCl)c1ccccc1,1.57
CCSC(=O)N(CC(C)C)CC(C)C,2.61
CNC(=O)Oc1cc(C)c(SC)c(C)c1,1.88
Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,-0.52
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,1.61
COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC,2.72
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,2.04
C#CCC1=C(C)C(OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O,3.06
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,3.15
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,1.38
C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,4.14
CCCCCCCCCCCCN=C(N)N,1.2
CCCOC(=O)NCCCN(C)C,1.73
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,1.32
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],1.09
CCOc1nc(C(Cl)(Cl)Cl)ns1,2.22
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,2.16
Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,2.27
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,0
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1.45
c1cc[n+]2cc[n+]3ccccc3c2c1,0.76
Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,2.74
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-0.12
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,1.43
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0.42
CCOCN(C(=O)CCl)c1c(C)cccc1CC,1.3
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,1.72
C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,1.68
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.56
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,3.04
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,2.82
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],3.71
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,2.27
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],3.18
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.21
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,1.81
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,1.3
COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,3.5
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,0.84
CCCN(CCC)C(=O)SCc1ccccc1,2.84
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,2.31
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,1.32
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.63
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,2.06
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,3.26
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,1.54
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,2.73
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,0.84
CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O,2.38
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,0.8
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,2.05
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,2.46
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,2.79
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,2.66
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,2.35
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,0.69
CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,4.54
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,2.59
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,2.7
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,2.71
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,1.79
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.76
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.78
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,3.46
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,2.39
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,2.94
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,3.04
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,2.33
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,3.01
CC1(C)CON(Cc2ccccc2Cl)C1=O,1.6
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,1.85
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,1.95
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,2.81
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,3.11
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,2.52
CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,1.5
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOS(=O)(=O)O)cc1,2.18
Oc1ccccc1-c1ccccc1,1.34
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,-0.89
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,1.45
CCOP(=O)(SC(C)CC)SC(C)CC,2.34
CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,1.44
CCOP(=O)(SC(C)CC)N1CCSC1=O,0.5
CCSC(C)CC1CC(=O)C(=C(CC)NOCC=CCl)C(=O)C1,0.32
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,1.88
O=C(O)C(F)(F)C(F)(F)C(F)F,0.42
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.72
O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.89
O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.61
CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.28
O=C(O)C=C(C(F)(F)F)C(F)(F)F,0.1
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.41
O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0.52
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,0.85
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.53
OCC(F)(F)C(F)(F)C(F)(F)CO,0.13
NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.27
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.23
O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,-0.12
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,0.31
O=C(O)C=CC(F)(C(F)(F)F)C(F)(F)F,0.32
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.54
NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.7
O=C(C=C(O)C(F)(F)F)C(F)(F)F,0.89
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,2.7
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1,-0.04
Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.28
CC/C(C)=N/O,0.18
C/C(=C\C(C)(C)C)CC(C)(C)C,3.29
Nc1cc(S(=O)(=O)[O-])c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)[O-])cc(N)c1C2=O,0.31
C[C@@H]1CCC[C@H](C)N1,0.2
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],0.55
O=C([O-])[C@H]1CCCC[C@H]1C(=O)[O-],-0.2
O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1,-0.03
C1=C\CC/C=C/CC/C=C\CC/1,3.9
CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,2.87
CC12CCC(/C(=C\c3ccccc3)C1=O)C2(C)C,2.44
CNC(=O)O/N=C(\SC)C(=O)N(C)C,0.3
CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.29
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1.41
O=C(O)C1CC1C(=O)Nc1ccc(Cl)cc1Cl,-0.4
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,2.02
O=S(=O)([O-])c1ccc2cc(O)c(S(=O)(=O)[O-])cc2c1,0.3
COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,1.65
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.89
CC[C@@H](C)c1cccc([C@@H](C)CC)c1O,2.55
C/C=C1\CC2C=CC1C2,2.05
CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3.17
Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,3.48
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0.51
CCCCCCCCCc1ccccc1Oc1ccccc1CCCCCCCCC,2.18
ClC=CCCl,1.4
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,2.9
CC12CCC(CC1)C(C)(C)O2,0.48
CC(Cl)(CCl)OP(=O)(OC(C)(Cl)CCl)OC(C)(Cl)CCl,0.52
CCCCCCCCC(Br)CBr,2.51
CC1CC(C)CC(C)CC(C)C1,3.61
