SMILES,prediction_probability
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.7920860282136561
CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0.5543841737190967
CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,0.6150215870495045
C=C(C)C1CC2C=CC1C2,0.5403166523683146
C=CC1CCC(C2CCC(CCC)CC2)CC1,0.6829234123783994
O=C(OC1CCCCC1)c1ccccc1O,0.32417996847890856
CCCC1CCC(c2ccc(I)cc2)CC1,0.607015097412798
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1,0.4317653376870955
CCOCOC1CCCCCCCCCCC1,0.6231253425666311
CCOc1ccc(Br)c(F)c1F,0.6147823100613209
Cc1cc(-c2cc(C)c(O)c(C)c2C)c(C)c(C)c1O,0.4768514237578667
C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6956260433808551
Cn1cc(C(O)=Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,0.3460829050184702
Cc1ccccc1Oc1ccccc1C,0.60271345651985
N#CC(=C1CCCCC1)c1ccccc1,0.508167041799597
O=C1C(c2ccc3cc(S(=O)(=O)O)cc(N4C(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c5C4=O)c3n2)=C(O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0.2449448216083721
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.17314317274613839
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,0.37205842846615617
CCN(CC)C(=S)SSC(=S)N(CC)CC,0.6328410329599903
c1ccc2c(OCC3CO3)c3ccccc3c(OCC3CO3)c2c1,0.5275850881709516
CC(=O)OC1CCCCC1C(C)(C)C,0.4535163918167697
CC(S)CC(=O)OCC(COC(=O)CC(C)S)(COC(=O)CC(C)S)COC(=O)CC(C)S,0.3925823479872223
FC(F)(F)c1ccc(Cl)cc1,0.4101279835832939
CCCc1ccc(C2OC(C(O)CO)C3OC(c4ccc(CCC)cc4)OC(CCC)C3O2)cc1,0.4486608012961612
CC=CC(=O)C1C(C)C=CCC1(C)C,0.27570536534780865
CC(C)C1CCC(C)(c2ccc(O)cc2)CC1c1ccc(O)cc1,0.3090454008102934
